Data;Dia da Semana;Nome do Cliente;Número da Mesa;Quantidade de Pessoas;Tipo de Pedido;Sabor;Quantidade;Massa;Retirar Ingredientes;Adicionar Ingredientes Extras;Tipo de Bebida;Marca/Sabor da Bebida;Quantidade de Bebidas;Especificação da Bebida;Quantidade de Copos;Quantidade de Pratos;Forma de Pagamento;Pedido para Viagem
2024-12-27;Friday;Miguel;27;10;Pizza;Bacon;5;Recheada;Nenhum;Nenhum;Cerveja;Antarctica;20;Sem Gelo;20;20;Vale Refeição;Não
2024-12-27;Friday;Felipe;7;6;Pizza;Siciliana;3;Recheada;Sem queijo;Queijo extra;Suco;Suco Natural;6;Com Gelo e Limão;6;12;Dinheiro;Não
2024-12-27;Friday;Daniela;9;10;Esfiha;Siciliana;40;Tradicional;Nenhum;Nenhum;Água;Água Mineral;20;Com Gelo;20;20;Cartão de Débito;Não
2024-12-27;Friday;Igor;14;10;Pizza;Banana com Canela;5;Recheada;Sem morango;Chocolate extra;"Cerveja;Refrigerante;Vinho";"Heineken;Sprite;Vinho Branco";"20;10;5";"Com Gelo e Limão;Com Gelo;Sem Gelo";35;20;Pix;Não
2024-12-27;Friday;Nina;48;10;Pizza;Vegetariana;5;Recheada;Nenhum;Cebola extra;"Cerveja;Refrigerante;Vinho";"Heineken;Sprite;Vinho Branco";"20;10;5";"Com Gelo e Limão;Com Gelo;Sem Gelo";35;20;Pix;Não
2024-12-27;Friday;Quentin;19;1;Pizza;Pistache;0;Tradicional;Nenhum;Morango extra;Refrigerante;Fanta Laranja;1;Com Gelo;1;2;Vale Refeição;Não
2024-12-27;Friday;Quentin;22;6;Pizza;Baiana;3;Fina;Nenhum;Cebola extra;Drink;Piña Colada;6;Com Gelo e Limão;6;6;Pix;Não
2024-12-27;Friday;Juliana;19;6;Pizza;Romeu e Julieta;3;Recheada;Nenhum;Chocolate extra;Suco;Suco Natural;6;Com Gelo e Limão;6;12;Dinheiro;Não
2024-12-27;Friday;Pietra;16;6;Pizza;Calabresa;3;Fina;Nenhum;Bacon extra;Drink;Piña Colada;6;Com Gelo e Limão;6;6;Pix;Não
2024-12-27;Friday;Helena;33;5;Esfiha;Zucchini ao Pesto;20;Recheada;Nenhum;Queijo extra;Suco;Suco Natural;5;Com Gelo;5;10;Cartão de Crédito;Não
2024-12-27;Friday;Sabrina;20;6;Pizza;Queijo;3;Tradicional;Nenhum;Nenhum;Cerveja;Império Pilsen;12;Sem Gelo;12;12;Cartão de Débito;Não
2024-12-27;Friday;Sabrina;7;10;Esfiha;Nutella;40;Tradicional;Sem leite condensado;Nenhum;Água;Água Mineral;20;Com Gelo;20;20;Cartão de Débito;Não
2024-12-27;Friday;Júlia;2;7;Pizza;Napolitana;3;Tradicional;Sem cebola;Queijo extra;"Refrigerante;Suco";"Sprite;Del Valle Uva";"7;7";"Com Gelo;Com Gelo e Limão";14;14;Pix;Não
2024-12-27;Friday;Nina;23;8;Pizza;Portuguesa;4;Tradicional;Nenhum;Bacon extra;Refrigerante;Pepsi;8;Com Gelo e Limão;8;16;Pix;Sim
2024-12-27;Friday;Nathan;11;10;Pizza;Portuguesa;5;Recheada;Nenhum;Nenhum;Cerveja;Antarctica;20;Sem Gelo;20;20;Vale Refeição;Não
2024-12-27;Friday;Carlos;36;7;Pizza;Queijo;3;Tradicional;Sem cebola;Cebola extra;"Refrigerante;Suco";"Sprite;Del Valle Uva";"7;7";"Com Gelo;Com Gelo e Limão";14;14;Pix;Não
2024-12-27;Friday;Igor;38;10;Pizza;Romeu e Julieta;5;Recheada;Sem leite condensado;Leite condensado extra;Cerveja;Antarctica;20;Sem Gelo;20;20;Vale Refeição;Não
2024-12-27;Friday;Elena;15;10;Pizza;Bacon;5;Recheada;Sem queijo;Catupiry extra;"Refrigerante;Água";"Coca-Cola;H2O";"10;20";"Com Gelo e Limão;Temperatura Ambiente";30;20;Cartão de Crédito;Não
2024-12-27;Friday;Miguel;43;10;Pizza;Romeu e Julieta;5;Recheada;Nenhum;Nenhum;"Refrigerante;Água";"Coca-Cola;H2O";"10;20";"Com Gelo e Limão;Temperatura Ambiente";30;20;Cartão de Crédito;Não
2024-12-27;Friday;Davi;39;9;Esfiha;Nutella;36;Recheada;Sem morango;Morango extra;"Cerveja;Refrigerante;Suco";"Corona;Sprite;Del Valle Maracujá";"18;9;9";"Sem Gelo;Com Gelo;Temperatura Ambiente";36;18;Cartão de Débito;Sim
2024-12-27;Friday;Quentin;20;2;Pizza;Calabresa;1;Recheada;Nenhum;Bacon extra;Água;H2O;4;Com Gelo e Limão;4;4;Cartão de Crédito;Sim
2024-12-27;Friday;Paulo;9;3;Pizza;Marguerita;1;Sem Glúten;Sem tomate;Nenhum;Suco;Suco Natural;3;Sem Gelo;3;6;Cartão de Débito;Não
2024-12-27;Friday;William;39;5;Esfiha;Vegetariana;20;Recheada;Nenhum;Nenhum;Suco;Suco Natural;5;Com Gelo;5;10;Cartão de Crédito;Não
2024-12-27;Friday;Daniela;27;1;Pizza;Marguerita;0;Tradicional;Nenhum;Catupiry extra;Suco;Suco Natural;1;Com Gelo;1;1;Cartão de Débito;Sim
2024-12-27;Friday;Davi;16;10;Pizza;Napoli ao Pesto;5;Recheada;Nenhum;Nenhum;"Cerveja;Refrigerante;Vinho";"Heineken;Sprite;Vinho Branco";"20;10;5";"Com Gelo e Limão;Com Gelo;Sem Gelo";35;20;Pix;Não
2024-12-27;Friday;Ana;15;10;Pizza;Napoli ao Pesto;5;Recheada;Nenhum;Cebola extra;"Refrigerante;Água";"Coca-Cola;H2O";"10;20";"Com Gelo e Limão;Temperatura Ambiente";30;20;Cartão de Crédito;Não
2024-12-27;Friday;Gabriel;36;10;Pizza;Pepperoni;5;Recheada;Sem queijo;Cebola extra;Água;Água Sem Gás;20;Com Gelo e Limão;20;10;Cartão de Crédito;Não
2024-12-27;Friday;William;11;9;Esfiha;Napoli ao Pesto;36;Recheada;Sem azeitonas;Catupiry extra;"Cerveja;Refrigerante;Suco";"Corona;Sprite;Del Valle Maracujá";"18;9;9";"Sem Gelo;Com Gelo;Temperatura Ambiente";36;18;Cartão de Débito;Sim
2024-12-27;Friday;Vinícius;10;6;Pizza;Corleone;3;Tradicional;Nenhum;Cebola extra;Cerveja;Império Pilsen;12;Sem Gelo;12;12;Cartão de Débito;Não
2024-12-27;Friday;Eduardo;16;10;Esfiha;Frango com Queijo;40;Tradicional;Nenhum;Bacon extra;Água;Água Mineral;20;Com Gelo;20;20;Cartão de Débito;Não
2024-12-27;Friday;Nina;12;10;Esfiha;Alho com Queijo;40;Tradicional;Sem queijo;Catupiry extra;Água;Água Mineral;20;Com Gelo;20;20;Cartão de Débito;Não
2024-12-27;Friday;Quésia;19;6;Pizza;Bacon;3;Tradicional;Sem tomate;Bacon extra;Cerveja;Império Pilsen;12;Sem Gelo;12;12;Cartão de Débito;Não
2024-12-27;Friday;Zeca;22;10;Pizza;Calabresa;5;Recheada;Nenhum;Nenhum;"Refrigerante;Água";"Coca-Cola;H2O";"10;20";"Com Gelo e Limão;Temperatura Ambiente";30;20;Cartão de Crédito;Não
2024-12-27;Friday;Leonardo;20;10;Pizza;Queijo;5;Recheada;Sem azeitonas;Catupiry extra;Água;Água Sem Gás;20;Com Gelo e Limão;20;10;Cartão de Crédito;Não
2024-12-27;Friday;Bruno;2;7;Pizza;Vegetariana;3;Tradicional;Nenhum;Nenhum;"Refrigerante;Suco";"Guaraná Antártica;Del Valle Maracujá";"7;7";"Com Gelo e Limão;Com Gelo";14;14;Dinheiro;Não
2024-12-27;Friday;Heloísa;12;9;Pizza;Napolitana;4;Fina;Sem azeitonas;Cebola extra;"Refrigerante;Água";"Pepsi;Água Mineral";"9;18";"Com Gelo;Com Gelo";27;9;Cartão de Crédito;Não
2024-12-27;Friday;Samuel;5;10;Esfiha;Pistache;40;Fina;Sem chocolate;Chocolate extra;"Suco;Cerveja;Refrigerante";"Suco de Frutas;Heineken;Fanta Laranja";"10;20;10";"Com Gelo;Temperatura Ambiente;Com Gelo e Limão";40;10;Pix;Sim
2024-12-27;Friday;Leonardo;18;10;Pizza;Portuguesa;5;Tradicional;Sem tomate;Nenhum;"Cerveja;Suco";"Corona;Suco de Frutas";"20;10";"Sem Gelo;Com Gelo e Limão";30;10;Pix;Não
2024-12-27;Friday;Mariana;10;10;Esfiha;Marguerita;40;Fina;Sem tomate;Queijo extra;"Suco;Cerveja;Refrigerante";"Suco de Frutas;Heineken;Fanta Laranja";"10;20;10";"Com Gelo;Temperatura Ambiente;Com Gelo e Limão";40;10;Pix;Sim
2024-12-27;Friday;Júlia;48;6;Pizza;Alho com Queijo;3;Integral;Nenhum;Bacon extra;"Vinho;Cerveja";"Vinho Rosé;Antarctica";"3;12";"Com Gelo e Limão;Com Gelo";15;12;Cartão de Débito;Não
2024-12-27;Friday;Ricardo;6;10;Esfiha;Baiana;40;Fina;Nenhum;Nenhum;"Suco;Cerveja;Refrigerante";"Suco de Frutas;Heineken;Fanta Laranja";"10;20;10";"Com Gelo;Temperatura Ambiente;Com Gelo e Limão";40;10;Pix;Sim
2024-12-27;Friday;Gustavo;43;4;Esfiha;Marguerita;16;Tradicional;Sem tomate;Catupiry extra;Cerveja;Antarctica;8;Temperatura Ambiente;8;8;Dinheiro;Sim
2024-12-27;Friday;Ximena;31;4;Esfiha;Napoli ao Pesto;16;Tradicional;Sem cebola;Bacon extra;Cerveja;Antarctica;8;Temperatura Ambiente;8;8;Dinheiro;Sim
2024-12-27;Friday;Fernanda;18;2;Pizza;Nutella;1;Integral;Sem chocolate;Nenhum;Refrigerante;Pepsi;2;Com Gelo e Limão;2;4;Pix;Sim
2024-12-27;Friday;Nina;24;1;Pizza;Napoli ao Pesto;0;Fina;Sem cebola;Queijo extra;Água;H2O;2;Com Gelo e Limão;2;1;Vale Refeição;Não
2024-12-27;Friday;Elena;42;4;Pizza;Vegetariana;2;Recheada;Sem cebola;Bacon extra;Suco;Suco de Frutas;4;Com Gelo;4;4;Cartão de Crédito;Não
2024-12-27;Friday;Alice;43;10;Pizza;Marguerita;5;Tradicional;Sem cebola;Cebola extra;"Água;Drink;Refrigerante";"Água com Gás;Caipirinha;Pepsi";"20;10;10";"Com Gelo e Limão;Sem Gelo;Temperatura Ambiente";40;20;Dinheiro;Não
2024-12-27;Friday;Olívia;2;10;Pizza;Pistache;5;Tradicional;Nenhum;Leite condensado extra;"Água;Drink;Refrigerante";"Água com Gás;Caipirinha;Pepsi";"20;10;10";"Com Gelo e Limão;Sem Gelo;Temperatura Ambiente";40;20;Dinheiro;Não
2024-12-27;Friday;Karen;48;10;Pizza;Corleone;5;Tradicional;Sem cebola;Cebola extra;"Água;Drink;Refrigerante";"Água com Gás;Caipirinha;Pepsi";"20;10;10";"Com Gelo e Limão;Sem Gelo;Temperatura Ambiente";40;20;Dinheiro;Não
2024-12-27;Friday;Juliana;39;10;Pizza;Pepperoni;5;Tradicional;Sem queijo;Catupiry extra;"Água;Drink;Refrigerante";"Água com Gás;Caipirinha;Pepsi";"20;10;10";"Com Gelo e Limão;Sem Gelo;Temperatura Ambiente";40;20;Dinheiro;Não
2024-12-27;Friday;Ximena;50;2;Esfiha;Frango com Queijo;8;Fina;Sem queijo;Nenhum;Drink;Piña Colada;2;Sem Gelo;2;4;Pix;Sim
2024-12-27;Friday;Juliana;11;5;Esfiha;Pistache;20;Fina;Sem chocolate;Nenhum;Água;Água Sem Gás;10;Sem Gelo;10;10;Cartão de Débito;Sim
2024-12-27;Friday;Bruno;17;3;Pizza;Calabresa;1;Tradicional;Sem tomate;Bacon extra;Cerveja;Império Pilsen;6;Com Gelo;6;6;Cartão de Crédito;Não
2024-12-27;Friday;Ursula;10;5;Esfiha;Alho com Queijo;20;Fina;Sem cebola;Nenhum;Suco;Del Valle Maracujá;5;Sem Gelo;5;10;Pix;Sim
2024-12-27;Friday;Mariana;20;9;Pizza;Napolitana;4;Tradicional;Sem cebola;Bacon extra;Vinho;Vinho Rosé;4;Com Gelo;4;9;Cartão de Débito;Não
2024-12-27;Friday;Ximena;6;5;Esfiha;Zucchini ao Pesto;20;Tradicional;Sem queijo;Queijo extra;Suco;Del Valle Maracujá;5;Sem Gelo;5;10;Cartão de Crédito;Sim
2024-12-27;Friday;Leonardo;3;2;Esfiha;Zucchini ao Pesto;8;Fina;Nenhum;Catupiry extra;Refrigerante;Sprite;2;Com Gelo e Limão;2;2;Vale Refeição;Sim
2024-12-27;Friday;Heloísa;4;10;Pizza;Napoli ao Pesto;5;Tradicional;Nenhum;Nenhum;"Cerveja;Suco";"Corona;Suco de Frutas";"20;10";"Sem Gelo;Com Gelo e Limão";30;10;Pix;Não
2024-12-27;Friday;Leonardo;23;9;Pizza;Alho com Queijo;4;Tradicional;Sem cebola;Queijo extra;Vinho;Vinho Rosé;4;Com Gelo;4;9;Cartão de Débito;Não
2024-12-27;Friday;Tatiana;42;1;Pizza;Banana com Canela;0;Tradicional;Sem morango;Leite condensado extra;Cerveja;Brahma;2;Com Gelo;2;1;Transferência;Sim
2024-12-27;Friday;Mariana;41;2;Pizza;Calabresa;1;Tradicional;Sem azeitonas;Nenhum;Refrigerante;Fanta Laranja;2;Com Gelo;2;4;Cartão de Crédito;Não
2024-12-27;Friday;Rafaela;5;8;Pizza;Alho com Queijo;4;Tradicional;Nenhum;Nenhum;"Drink;Água";"Piña Colada;H2O";"8;16";"Com Gelo;Com Gelo";24;8;Dinheiro;Sim
2024-12-27;Friday;Mariana;33;8;Pizza;Chocolate;4;Tradicional;Nenhum;Morango extra;"Drink;Água";"Piña Colada;H2O";"8;16";"Com Gelo;Com Gelo";24;8;Dinheiro;Sim
2024-12-27;Friday;Zeca;33;3;Pizza;Napolitana;1;Sem Glúten;Nenhum;Cebola extra;Suco;Suco Natural;3;Sem Gelo;3;6;Cartão de Débito;Não
2024-12-27;Friday;Ricardo;23;9;Pizza;Napoli ao Pesto;4;Tradicional;Sem tomate;Catupiry extra;Vinho;Vinho Rosé;4;Com Gelo;4;9;Cartão de Débito;Não
2024-12-27;Friday;Júlia;11;3;Esfiha;Napoli ao Pesto;12;Tradicional;Nenhum;Cebola extra;Suco;Del Valle Maracujá;3;Com Gelo e Limão;3;6;Dinheiro;Sim
2024-12-27;Friday;Zeca;20;5;Esfiha;Corleone;20;Fina;Sem cebola;Catupiry extra;Água;Água Sem Gás;10;Sem Gelo;10;10;Cartão de Débito;Sim
2024-12-27;Friday;Leonardo;15;2;Esfiha;Queijo;8;Fina;Nenhum;Cebola extra;Suco;Del Valle Maracujá;2;Sem Gelo;2;2;Dinheiro;Não
2024-12-27;Friday;Karen;23;5;Esfiha;Marguerita;20;Fina;Sem azeitonas;Queijo extra;Água;Água Sem Gás;10;Sem Gelo;10;10;Cartão de Débito;Sim
2024-12-27;Friday;Isaac;28;6;Pizza;Corleone;3;Integral;Nenhum;Catupiry extra;"Vinho;Cerveja";"Vinho Rosé;Antarctica";"3;12";"Com Gelo e Limão;Com Gelo";15;12;Cartão de Débito;Não
2024-12-27;Friday;Ricardo;1;5;Esfiha;Pistache;20;Tradicional;Nenhum;Morango extra;Suco;Del Valle Maracujá;5;Sem Gelo;5;10;Cartão de Crédito;Sim
2024-12-27;Friday;Olívia;16;4;Pizza;Banana com Canela;2;Fina;Sem chocolate;Morango extra;Cerveja;Império Pilsen;8;Com Gelo e Limão;8;8;Cartão de Crédito;Não
2024-12-27;Friday;Quentin;29;5;Esfiha;Calabresa;20;Tradicional;Sem tomate;Nenhum;Água;Água Mineral;10;Sem Gelo;10;10;Cartão de Crédito;Sim
2024-12-27;Friday;Kevin;26;8;Pizza;Pistache;4;Tradicional;Nenhum;Chocolate extra;Refrigerante;Pepsi;8;Com Gelo e Limão;8;16;Pix;Sim
2024-12-27;Friday;Yasmin;22;8;Pizza;Pepperoni;4;Recheada;Nenhum;Nenhum;Drink;Mojito;8;Com Gelo;8;8;Dinheiro;Sim
2024-12-27;Friday;Lara;29;6;Esfiha;Portuguesa;24;Fina;Nenhum;Cebola extra;"Drink;Refrigerante";"Piña Colada;Sprite";"6;6";"Com Gelo e Limão;Com Gelo";12;6;Cartão de Débito;Sim
2024-12-27;Friday;Daniela;36;8;Pizza;Alho com Queijo;4;Recheada;Sem cebola;Queijo extra;Drink;Mojito;8;Com Gelo;8;8;Dinheiro;Sim
2024-12-27;Friday;Fernanda;6;2;Esfiha;Frango com Queijo;8;Fina;Nenhum;Catupiry extra;Refrigerante;Guaraná Antártica;2;Temperatura Ambiente;2;2;Pix;Sim
2024-12-27;Friday;Carlos;42;1;Esfiha;Banana com Canela;4;Tradicional;Sem leite condensado;Leite condensado extra;Refrigerante;Sprite;1;Com Gelo e Limão;1;2;Pix;Sim
2024-12-27;Friday;Ximena;41;10;Esfiha;Frango com Queijo;40;Fina;Nenhum;Bacon extra;"Suco;Cerveja;Refrigerante";"Suco de Frutas;Heineken;Fanta Laranja";"10;20;10";"Com Gelo;Temperatura Ambiente;Com Gelo e Limão";40;10;Pix;Sim
2024-12-27;Friday;Juliana;43;3;Pizza;Banana com Canela;1;Fina;Nenhum;Morango extra;Água;Água Sem Gás;6;Sem Gelo;6;3;Dinheiro;Não
2024-12-27;Friday;Gabriel;44;6;Pizza;Pistache;3;Recheada;Sem leite condensado;Leite condensado extra;"Refrigerante;Cerveja";"Pepsi;Skol";"6;12";"Temperatura Ambiente;Sem Gelo";18;12;Cartão de Crédito;Sim
2024-12-27;Friday;Felipe;4;10;Pizza;Romeu e Julieta;5;Recheada;Sem morango;Nenhum;Água;Água Sem Gás;20;Com Gelo e Limão;20;10;Cartão de Crédito;Não
2024-12-27;Friday;Mariana;24;8;Pizza;Baiana;4;Fina;Sem tomate;Queijo extra;Cerveja;Império Pilsen;16;Temperatura Ambiente;16;8;Pix;Não
2024-12-27;Friday;Juliana;41;6;Pizza;Baiana;3;Recheada;Nenhum;Catupiry extra;"Refrigerante;Cerveja";"Pepsi;Skol";"6;12";"Temperatura Ambiente;Sem Gelo";18;12;Cartão de Crédito;Sim
2024-12-27;Friday;Heloísa;30;8;Pizza;Pistache;4;Fina;Nenhum;Morango extra;Cerveja;Império Pilsen;16;Temperatura Ambiente;16;8;Pix;Não
2024-12-27;Friday;Miguel;17;6;Esfiha;Zucchini ao Pesto;24;Fina;Nenhum;Nenhum;"Drink;Refrigerante";"Piña Colada;Sprite";"6;6";"Com Gelo e Limão;Com Gelo";12;6;Cartão de Débito;Sim
2024-12-27;Friday;Bernardo;26;8;Pizza;Napoli ao Pesto;4;Tradicional;Sem cebola;Bacon extra;Refrigerante;Pepsi;8;Com Gelo e Limão;8;16;Pix;Sim
2024-12-27;Friday;Igor;24;9;Pizza;Baiana;4;Fina;Sem azeitonas;Nenhum;"Refrigerante;Água";"Pepsi;Água Mineral";"9;18";"Com Gelo;Com Gelo";27;9;Cartão de Crédito;Não
2024-12-27;Friday;Daniela;49;2;Pizza;Napolitana;1;Recheada;Nenhum;Queijo extra;Água;Água Mineral;4;Temperatura Ambiente;4;2;Cartão de Débito;Não
2024-12-27;Friday;Alice;41;5;Esfiha;Corleone;20;Fina;Sem queijo;Nenhum;Suco;Del Valle Maracujá;5;Sem Gelo;5;10;Pix;Sim
2024-12-27;Friday;Bruno;41;4;Pizza;Calabresa;2;Fina;Nenhum;Catupiry extra;Refrigerante;Pepsi;4;Temperatura Ambiente;4;4;Pix;Não
2024-12-27;Friday;Zeca;21;5;Esfiha;Vegetariana;20;Fina;Nenhum;Bacon extra;Suco;Del Valle Maracujá;5;Sem Gelo;5;10;Pix;Sim
2024-12-27;Friday;Isaac;22;10;Pizza;Nutella;5;Tradicional;Nenhum;Leite condensado extra;"Cerveja;Suco";"Corona;Suco de Frutas";"20;10";"Sem Gelo;Com Gelo e Limão";30;10;Pix;Não
2024-12-27;Friday;Paulo;15;9;Pizza;Queijo;4;Fina;Nenhum;Bacon extra;"Refrigerante;Água";"Pepsi;Água Mineral";"9;18";"Com Gelo;Com Gelo";27;9;Cartão de Crédito;Não
2024-12-28;Saturday;Ana;47;9;Pizza;Pepperoni;4;Integral;Sem cebola;Cebola extra;Água;Água com Gás;18;Com Gelo;18;9;Cartão de Débito;Não
2024-12-28;Saturday;Ana;48;6;Pizza;Marguerita;3;Tradicional;Nenhum;Nenhum;Refrigerante;Pepsi;6;Com Gelo e Limão;6;6;Cartão de Débito;Sim
2024-12-28;Saturday;Sabrina;24;3;Pizza;Queijo;1;Recheada;Sem cebola;Bacon extra;Cerveja;Heineken;6;Com Gelo;6;3;Cartão de Crédito;Sim
2024-12-28;Saturday;Lara;33;12;Esfiha;Chocolate;48;Fina;Sem chocolate;Leite condensado extra;"Drink;Suco";"Caipirinha;Del Valle Maracujá";"12;12";"Com Gelo;Sem Gelo";24;12;Cartão de Crédito;Não
2024-12-28;Saturday;Gustavo;1;12;Esfiha;Marguerita;48;Fina;Nenhum;Nenhum;"Drink;Suco";"Caipirinha;Del Valle Maracujá";"12;12";"Com Gelo;Sem Gelo";24;12;Cartão de Crédito;Não
2024-12-28;Saturday;Igor;43;9;Esfiha;Nutella;36;Recheada;Sem chocolate;Chocolate extra;Vinho;Vinho Rosé;4;Com Gelo;4;18;Cartão de Crédito;Não
2024-12-28;Saturday;Felipe;15;4;Esfiha;Vegetariana;16;Tradicional;Sem queijo;Catupiry extra;Refrigerante;Pepsi;4;Com Gelo;4;4;Pix;Não
2024-12-28;Saturday;Gabriel;31;9;Pizza;Banana com Canela;4;Integral;Sem leite condensado;Morango extra;Água;Água com Gás;18;Com Gelo;18;9;Cartão de Débito;Não
2024-12-28;Saturday;Daniela;24;2;Pizza;Zucchini ao Pesto;1;Tradicional;Nenhum;Queijo extra;Água;Água com Gás;4;Sem Gelo;4;2;Dinheiro;Não
2024-12-28;Saturday;Ursula;2;3;Pizza;Chocolate;1;Fina;Nenhum;Chocolate extra;Refrigerante;Coca-Cola;3;Com Gelo e Limão;3;6;Cartão de Débito;Não
2024-12-28;Saturday;Daniela;24;3;Pizza;Calabresa;1;Fina;Sem cebola;Nenhum;Refrigerante;Coca-Cola;3;Com Gelo e Limão;3;6;Cartão de Débito;Não
2024-12-28;Saturday;Samuel;49;9;Esfiha;Mequi;36;Recheada;Nenhum;Nenhum;Vinho;Vinho Rosé;4;Com Gelo;4;18;Cartão de Crédito;Não
2024-12-28;Saturday;Nina;43;12;Esfiha;Siciliana;48;Fina;Sem tomate;Catupiry extra;"Drink;Suco";"Caipirinha;Del Valle Maracujá";"12;12";"Com Gelo;Sem Gelo";24;12;Cartão de Crédito;Não
2024-12-28;Saturday;Gabriel;27;1;Pizza;Banana com Canela;0;Tradicional;Sem chocolate;Morango extra;Refrigerante;Sprite;1;Com Gelo;1;2;Vale Refeição;Não
2024-12-28;Saturday;Igor;19;3;Pizza;Banana com Canela;1;Fina;Nenhum;Leite condensado extra;Suco;Suco de Frutas;3;Com Gelo;3;3;Cartão de Débito;Não
2024-12-28;Saturday;Felipe;30;9;Esfiha;Corleone;36;Recheada;Nenhum;Cebola extra;"Suco;Drink";"Suco de Frutas;Piña Colada";"9;9";"Sem Gelo;Com Gelo";18;18;Vale Refeição;Sim
2024-12-28;Saturday;Mariana;35;8;Esfiha;Portuguesa;32;Fina;Sem queijo;Nenhum;"Suco;Vinho";"Del Valle Laranja;Vinho Tinto";"8;4";"Temperatura Ambiente;Com Gelo e Limão";12;16;Transferência;Sim
2024-12-28;Saturday;Carlos;34;4;Pizza;Napoli ao Pesto;2;Tradicional;Sem cebola;Queijo extra;Refrigerante;Sprite;4;Sem Gelo;4;4;Pix;Não
2024-12-28;Saturday;William;49;2;Esfiha;Chocolate;8;Recheada;Sem chocolate;Leite condensado extra;Água;Água com Gás;4;Com Gelo;4;4;Cartão de Débito;Sim
2024-12-28;Saturday;Tatiana;28;4;Pizza;Napolitana;2;Recheada;Nenhum;Nenhum;Refrigerante;Fanta Laranja;4;Sem Gelo;4;8;Cartão de Débito;Não
2024-12-28;Saturday;Gabriel;2;4;Esfiha;Zucchini ao Pesto;16;Fina;Nenhum;Catupiry extra;Refrigerante;Pepsi;4;Com Gelo;4;8;Dinheiro;Não
2024-12-28;Saturday;Júlia;6;2;Pizza;Romeu e Julieta;1;Fina;Sem morango;Leite condensado extra;Refrigerante;Pepsi;2;Sem Gelo;2;2;Cartão de Crédito;Não
2024-12-28;Saturday;Zeca;8;4;Pizza;Napolitana;2;Tradicional;Nenhum;Nenhum;Refrigerante;Sprite;4;Sem Gelo;4;4;Pix;Não
2024-12-28;Saturday;Ursula;6;2;Pizza;Baiana;1;Fina;Sem queijo;Queijo extra;Cerveja;Antarctica;4;Com Gelo;4;2;Cartão de Débito;Sim
2024-12-28;Saturday;Eduardo;10;4;Pizza;Chocolate;2;Recheada;Nenhum;Chocolate extra;Refrigerante;Fanta Laranja;4;Sem Gelo;4;8;Cartão de Débito;Não
2024-12-28;Saturday;Lara;2;6;Pizza;Alho com Queijo;3;Tradicional;Nenhum;Queijo extra;"Suco;Água";"Del Valle Maracujá;Água com Gás";"6;12";"Com Gelo;Com Gelo e Limão";18;6;Dinheiro;Sim
2024-12-28;Saturday;Leonardo;1;9;Esfiha;Vegetariana;36;Recheada;Sem cebola;Catupiry extra;"Suco;Drink";"Suco de Frutas;Piña Colada";"9;9";"Sem Gelo;Com Gelo";18;18;Vale Refeição;Sim
2024-12-28;Saturday;Felipe;8;9;Esfiha;Romeu e Julieta;36;Recheada;Sem chocolate;Chocolate extra;"Suco;Drink";"Suco de Frutas;Piña Colada";"9;9";"Sem Gelo;Com Gelo";18;18;Vale Refeição;Sim
2024-12-28;Saturday;Nathan;6;6;Pizza;Corleone;3;Tradicional;Nenhum;Catupiry extra;"Suco;Água";"Del Valle Maracujá;Água com Gás";"6;12";"Com Gelo;Com Gelo e Limão";18;6;Dinheiro;Sim
2024-12-28;Saturday;Paulo;4;3;Pizza;Chocolate;1;Recheada;Sem leite condensado;Nenhum;Cerveja;Heineken;6;Com Gelo;6;3;Cartão de Crédito;Sim
2024-12-28;Saturday;Olívia;28;4;Pizza;Alho com Queijo;2;Tradicional;Nenhum;Bacon extra;Vinho;Vinho Tinto;2;Sem Gelo;2;8;Vale Refeição;Não
2024-12-28;Saturday;Igor;43;2;Esfiha;Chocolate;8;Fina;Sem chocolate;Nenhum;Suco;Del Valle Maracujá;2;Com Gelo;2;2;Pix;Sim
2024-12-28;Saturday;Fernanda;26;9;Pizza;Mequi;4;Integral;Sem tomate;Bacon extra;"Cerveja;Água";"Império Pilsen;H2O";"18;18";"Com Gelo e Limão;Com Gelo e Limão";36;9;Pix;Não
2024-12-28;Saturday;Nina;2;12;Esfiha;Vegetariana;48;Fina;Nenhum;Bacon extra;"Drink;Suco";"Caipirinha;Del Valle Maracujá";"12;12";"Com Gelo;Sem Gelo";24;12;Cartão de Crédito;Não
2024-12-28;Saturday;Nathan;48;6;Pizza;Banana com Canela;3;Tradicional;Nenhum;Nenhum;Refrigerante;Pepsi;6;Com Gelo e Limão;6;6;Cartão de Débito;Sim
2024-12-28;Saturday;Alice;31;4;Pizza;Nutella;2;Tradicional;Sem leite condensado;Leite condensado extra;Vinho;Vinho Tinto;2;Sem Gelo;2;8;Vale Refeição;Não
2024-12-28;Saturday;Karen;50;9;Esfiha;Bacon;36;Recheada;Sem queijo;Catupiry extra;Vinho;Vinho Rosé;4;Com Gelo;4;18;Cartão de Crédito;Não
2024-12-28;Saturday;Juliana;3;12;Esfiha;Corleone;48;Fina;Sem azeitonas;Catupiry extra;"Drink;Suco";"Caipirinha;Del Valle Maracujá";"12;12";"Com Gelo;Sem Gelo";24;12;Cartão de Crédito;Não
2024-12-28;Saturday;Samuel;25;2;Esfiha;Vegetariana;8;Recheada;Sem cebola;Catupiry extra;Suco;Suco Natural;2;Com Gelo;2;4;Transferência;Não
